packet_id,packet_timestamp,source_ip,destination_ip,protocol,packet_length,round
11256,2021-04-09 08:14:03.333702,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
44802,2021-04-09 08:17:53.077356,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
26421,2021-04-09 08:33:35.063335,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
58071,2021-04-09 08:50:20.871587,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
59797,2021-04-09 08:53:04.965612,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
12804,2021-04-09 09:00:30.603678,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
28738,2021-04-09 08:05:36.677948,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
30481,2021-04-09 08:22:07.125499,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
30540,2021-04-09 08:22:11.478845,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
31620,2021-04-09 08:23:29.838779,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
58749,2021-04-09 08:51:46.250180,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
9766,2021-04-09 07:50:05.757994,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
9810,2021-04-09 07:50:07.934784,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
9818,2021-04-09 07:50:10.111390,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
9859,2021-04-09 07:50:12.288111,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
13685,2021-04-09 07:53:32.911627,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
13758,2021-04-09 07:53:35.088239,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
27923,2021-04-09 07:54:46.899693,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
28572,2021-04-09 08:05:27.971278,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
28602,2021-04-09 08:05:30.147947,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
28703,2021-04-09 08:05:32.324673,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
6282,2021-04-09 07:47:18.324393,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
6405,2021-04-09 07:47:19.198348,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
6481,2021-04-09 07:47:19.748425,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
6489,2021-04-09 07:47:20.256194,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
6608,2021-04-09 07:47:21.344529,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
6622,2021-04-09 07:47:22.432846,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
6715,2021-04-09 07:47:23.521188,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
6721,2021-04-09 07:47:24.609512,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
6811,2021-04-09 07:47:25.697860,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
6909,2021-04-09 07:47:26.786158,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
6911,2021-04-09 07:47:27.874473,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
7024,2021-04-09 07:47:28.962860,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
7027,2021-04-09 07:47:30.051132,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
7150,2021-04-09 07:47:31.139474,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
7207,2021-04-09 07:47:32.227861,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
7216,2021-04-09 07:47:33.316136,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
7232,2021-04-09 07:47:35.492864,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
7261,2021-04-09 07:47:37.669607,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
7307,2021-04-09 07:47:39.846202,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
7337,2021-04-09 07:47:42.022804,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
7386,2021-04-09 07:47:44.199529,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
7470,2021-04-09 07:47:46.376202,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
7530,2021-04-09 07:47:48.552832,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
7595,2021-04-09 07:47:50.729525,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
7689,2021-04-09 07:47:52.906151,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
7696,2021-04-09 07:47:55.082808,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
7772,2021-04-09 07:47:57.259527,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
7825,2021-04-09 07:47:59.436190,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
7962,2021-04-09 07:48:01.612794,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
8062,2021-04-09 07:48:03.789523,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
8215,2021-04-09 07:48:05.966154,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
8279,2021-04-09 07:48:08.142768,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
8476,2021-04-09 07:48:10.319525,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
8488,2021-04-09 07:48:12.496192,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
8501,2021-04-09 07:48:14.672803,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
8536,2021-04-09 07:48:16.849531,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
8580,2021-04-09 07:48:19.026157,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
8642,2021-04-09 07:48:22.135738,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
8647,2021-04-09 07:48:26.577898,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
8654,2021-04-09 07:48:39.637914,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
8706,2021-04-09 07:49:39.637981,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
8777,2021-04-09 07:49:40.726359,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
8780,2021-04-09 07:49:41.814775,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
8817,2021-04-09 07:49:42.903070,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
8825,2021-04-09 07:49:43.991472,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
8993,2021-04-09 07:49:45.079775,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
9003,2021-04-09 07:49:46.168104,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
9100,2021-04-09 07:49:47.256440,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
9200,2021-04-09 07:49:48.344764,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
9332,2021-04-09 07:49:49.433044,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
9392,2021-04-09 07:49:50.521449,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
9454,2021-04-09 07:49:52.698011,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
9456,2021-04-09 07:49:54.874778,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
9520,2021-04-09 07:49:57.051441,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
9540,2021-04-09 07:49:59.228046,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
9701,2021-04-09 07:50:01.404721,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
9760,2021-04-09 07:50:03.581444,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
10033,2021-04-09 07:50:14.464777,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
10129,2021-04-09 07:50:16.641444,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
10252,2021-04-09 07:50:18.818123,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
10267,2021-04-09 07:50:20.994781,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
10291,2021-04-09 07:50:23.171450,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
10372,2021-04-09 07:50:25.348119,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
10399,2021-04-09 07:50:27.524647,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
10589,2021-04-09 07:50:29.701377,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
10602,2021-04-09 07:50:31.878115,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
10637,2021-04-09 07:50:34.054724,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
10671,2021-04-09 07:50:36.231436,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
10826,2021-04-09 07:50:38.408104,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
10977,2021-04-09 07:50:40.584784,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
11015,2021-04-09 07:50:42.761444,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
11035,2021-04-09 07:50:44.938126,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
11119,2021-04-09 07:50:47.114777,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
11181,2021-04-09 07:50:49.291443,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
11209,2021-04-09 07:50:51.468109,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
11288,2021-04-09 07:50:54.577577,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
11334,2021-04-09 07:50:56.754236,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
11435,2021-04-09 07:50:59.863710,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
11443,2021-04-09 07:51:04.305934,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
11492,2021-04-09 07:51:13.375398,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
11516,2021-04-09 07:51:17.817617,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
11532,2021-04-09 07:51:19.994294,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
11555,2021-04-09 07:51:22.170967,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
11617,2021-04-09 07:51:24.347624,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
11745,2021-04-09 07:51:27.457141,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
11787,2021-04-09 07:51:29.633825,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
11848,2021-04-09 07:51:31.810490,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
11956,2021-04-09 07:51:34.920047,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
11985,2021-04-09 07:51:39.362086,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
12043,2021-04-09 07:51:48.431570,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
12082,2021-04-09 07:52:42.848287,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
12098,2021-04-09 07:52:43.936583,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
12141,2021-04-09 07:52:45.024870,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
12167,2021-04-09 07:52:46.113238,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
12175,2021-04-09 07:52:47.201575,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
12262,2021-04-09 07:52:48.289960,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
12335,2021-04-09 07:52:49.378174,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
12430,2021-04-09 07:52:50.466621,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
12539,2021-04-09 07:52:51.554890,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
12562,2021-04-09 07:52:52.643206,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
12715,2021-04-09 07:52:53.731618,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
12868,2021-04-09 07:52:55.908297,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
12870,2021-04-09 07:52:58.084959,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
12889,2021-04-09 07:53:00.261579,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
12903,2021-04-09 07:53:02.438181,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
13005,2021-04-09 07:53:04.614961,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
13006,2021-04-09 07:53:06.791546,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
13090,2021-04-09 07:53:08.968289,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
13092,2021-04-09 07:53:11.144970,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
13119,2021-04-09 07:53:13.321624,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
13131,2021-04-09 07:53:15.498240,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
13186,2021-04-09 07:53:17.674951,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
13242,2021-04-09 07:53:19.851628,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
13349,2021-04-09 07:53:22.028289,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
13380,2021-04-09 07:53:24.204972,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
13442,2021-04-09 07:53:26.381575,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
13516,2021-04-09 07:53:28.558300,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
13553,2021-04-09 07:53:30.734900,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
13868,2021-04-09 07:53:37.264958,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
13902,2021-04-09 07:53:39.441555,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
14080,2021-04-09 07:53:41.618175,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
14085,2021-04-09 07:53:43.794959,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
14094,2021-04-09 07:53:45.971624,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
14132,2021-04-09 07:53:49.081147,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
27410,2021-04-09 07:53:55.451880,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
27411,2021-04-09 07:54:14.109034,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
27439,2021-04-09 07:54:16.285695,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
27467,2021-04-09 07:54:18.462241,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
27532,2021-04-09 07:54:20.639033,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
27557,2021-04-09 07:54:22.815583,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
27558,2021-04-09 07:54:25.925219,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
27589,2021-04-09 07:54:28.101882,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
27604,2021-04-09 07:54:31.211350,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
27765,2021-04-09 07:54:35.653578,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
27848,2021-04-09 07:54:44.723023,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
27972,2021-04-09 07:54:50.009220,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
28034,2021-04-09 07:54:54.451291,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
28056,2021-04-09 07:55:07.511333,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
28058,2021-04-09 07:55:09.688059,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
28067,2021-04-09 07:55:11.864673,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
28081,2021-04-09 07:55:14.041340,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
28089,2021-04-09 07:55:16.218064,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
28216,2021-04-09 07:55:18.394732,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
28225,2021-04-09 07:55:21.504248,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
28231,2021-04-09 07:55:27.874929,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
28375,2021-04-09 07:55:30.051555,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
28440,2021-04-09 07:55:33.161177,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
28501,2021-04-09 07:55:37.603351,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
28526,2021-04-09 07:55:50.663352,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
28531,2021-04-09 07:55:52.839964,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
28591,2021-04-09 07:55:55.016614,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
28638,2021-04-09 07:55:57.193349,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
28686,2021-04-09 07:55:59.370015,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
28713,2021-04-09 07:56:01.546554,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
28802,2021-04-09 07:56:04.656206,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
28855,2021-04-09 07:56:11.026887,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
28986,2021-04-09 07:56:29.684161,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
29073,2021-04-09 07:56:31.860695,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
29136,2021-04-09 07:56:34.037450,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
29162,2021-04-09 07:56:36.214036,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
29188,2021-04-09 07:56:38.390665,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
29190,2021-04-09 07:56:40.567425,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
29204,2021-04-09 07:56:42.744090,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
29215,2021-04-09 07:56:44.920825,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
29389,2021-04-09 07:56:47.097408,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
29394,2021-04-09 07:56:49.274091,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
29440,2021-04-09 07:56:51.450752,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
29450,2021-04-09 07:56:53.627359,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
29494,2021-04-09 07:56:55.804031,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
29653,2021-04-09 07:56:58.913605,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
29852,2021-04-09 07:57:03.355789,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
29861,2021-04-09 07:57:12.425171,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
29991,2021-04-09 07:57:14.601894,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
30086,2021-04-09 07:57:16.778496,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
30129,2021-04-09 07:57:18.955231,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
30179,2021-04-09 07:57:21.131833,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
30221,2021-04-09 07:57:23.308563,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
30229,2021-04-09 07:57:25.485225,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
39213,2021-04-09 07:57:27.661832,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
39214,2021-04-09 07:57:30.771413,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
39225,2021-04-09 07:57:37.142103,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
39301,2021-04-09 07:57:39.318714,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
39378,2021-04-09 07:57:42.428331,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
39425,2021-04-09 07:57:44.605007,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
39450,2021-04-09 07:57:47.714536,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
39598,2021-04-09 07:57:49.891144,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
39606,2021-04-09 07:57:53.000616,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
39615,2021-04-09 07:57:55.177387,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
39738,2021-04-09 07:57:58.286915,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
39760,2021-04-09 07:58:00.463583,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
39885,2021-04-09 07:58:03.573051,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
39943,2021-04-09 07:58:05.749773,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
40039,2021-04-09 07:58:07.926430,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
40128,2021-04-09 07:58:11.035951,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
40192,2021-04-09 07:58:17.406693,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
40226,2021-04-09 07:58:36.063839,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
40244,2021-04-09 07:58:38.240499,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
40287,2021-04-09 07:58:40.417173,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
40294,2021-04-09 07:58:42.593827,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
40303,2021-04-09 07:58:44.770488,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
40327,2021-04-09 07:58:46.947163,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
40366,2021-04-09 07:58:49.123828,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
40490,2021-04-09 07:58:51.300494,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
40562,2021-04-09 07:58:53.477124,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
40625,2021-04-09 07:58:56.586635,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
40770,2021-04-09 07:58:58.763359,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
40894,2021-04-09 07:59:01.872892,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
40928,2021-04-09 07:59:04.049548,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
41017,2021-04-09 07:59:07.159018,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
41024,2021-04-09 07:59:13.529807,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
41042,2021-04-09 07:59:32.186894,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
56208,2021-04-09 09:33:07.608487,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
41083,2021-04-09 07:59:34.363614,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
41168,2021-04-09 07:59:36.540287,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
41298,2021-04-09 07:59:38.716951,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
41357,2021-04-09 07:59:40.893549,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
41502,2021-04-09 07:59:43.070176,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
41561,2021-04-09 07:59:45.246885,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
41575,2021-04-09 07:59:47.423684,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
41586,2021-04-09 07:59:49.600324,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
41598,2021-04-09 07:59:51.776947,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
41713,2021-04-09 07:59:53.953613,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
41780,2021-04-09 07:59:57.063130,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
42019,2021-04-09 08:00:01.505315,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
42154,2021-04-09 08:00:10.574715,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
42227,2021-04-09 08:01:04.991431,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
42232,2021-04-09 08:01:06.079667,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
42279,2021-04-09 08:01:07.168094,192.168.121.1,192.168.110.1,DATA_RAW,1306,1
